"id","parcelid","airconditioningtypeid","architecturalstyletypeid","basementsqft","bathroomcnt","bedroomcnt","buildingclasstypeid","buildingqualitytypeid","calculatedbathnbr","decktypeid","finishedfloor1squarefeet","calculatedfinishedsquarefeet","finishedsquarefeet12","finishedsquarefeet13","finishedsquarefeet15","finishedsquarefeet50","finishedsquarefeet6","fips","fireplacecnt","fullbathcnt","garagecarcnt","garagetotalsqft","hashottuborspa","heatingorsystemtypeid","latitude","longitude","lotsizesquarefeet","poolcnt","poolsizesum","pooltypeid10","pooltypeid2","pooltypeid7","propertycountylandusecode","propertylandusetypeid","propertyzoningdesc","rawcensustractandblock","regionidcity","regionidcounty","regionidneighborhood","regionidzip","roomcnt","storytypeid","threequarterbathnbr","typeconstructiontypeid","unitcnt","yardbuildingsqft17","yardbuildingsqft26","yearbuilt","numberofstories","fireplaceflag","structuretaxvaluedollarcnt","taxvaluedollarcnt","assessmentyear","landtaxvaluedollarcnt","taxamount","taxdelinquencyflag","taxdelinquencyyear","censustractandblock"
209,13131747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1120,1120,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,33990153,-117881843,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374082.122053005,22827,3101,NULL,96492,0,NULL,NULL,NULL,NULL,NULL,NULL,1980,NULL,NULL,NULL,NULL,2016,NULL,212.08,NULL,NULL,NULL
210,13131947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1344,1344,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34110741,-117745979,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374017.01201899,20008,3101,NULL,96507,0,NULL,NULL,NULL,NULL,NULL,NULL,1990,NULL,NULL,NULL,NULL,2016,NULL,400.47,NULL,NULL,NULL
211,13132147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1780,1780,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34042184,-117750828,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374030.001004,20008,3101,NULL,96506,0,NULL,NULL,NULL,NULL,NULL,NULL,1989,NULL,NULL,NULL,NULL,2016,NULL,492.87,NULL,NULL,NULL
212,13132347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,784,784,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34106128,-117741572,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374017.041,20008,3101,NULL,96507,0,NULL,NULL,NULL,NULL,NULL,NULL,1968,NULL,NULL,NULL,NULL,2016,NULL,136.75,NULL,NULL,NULL
213,13132547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,840,840,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34093087,-117758576,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374015.00105601,39308,3101,763090,96494,0,NULL,NULL,NULL,NULL,NULL,NULL,1971,NULL,NULL,NULL,NULL,2016,NULL,114.01,NULL,NULL,NULL
214,13132747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1440,1440,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34104010,-117832104,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374013.121036,33836,3101,NULL,96513,0,NULL,NULL,NULL,NULL,NULL,NULL,1992,NULL,NULL,NULL,NULL,2016,NULL,379.04,NULL,NULL,NULL
215,13132947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1176,1176,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34100336,-117821514,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374013.121029004,33836,3101,NULL,96513,0,NULL,NULL,NULL,NULL,NULL,NULL,2006,NULL,NULL,NULL,NULL,2016,NULL,367.58,NULL,NULL,NULL
216,13133147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1344,1344,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34097300,-117830650,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374013.122026004,33836,3101,NULL,96513,0,NULL,NULL,NULL,NULL,NULL,NULL,1969,NULL,NULL,NULL,NULL,2016,NULL,235.36,NULL,NULL,NULL
217,13133347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1440,1440,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34114031,-117782191,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374016.03200799,39308,3101,NULL,96494,0,NULL,NULL,NULL,NULL,NULL,NULL,1976,NULL,NULL,NULL,NULL,2016,NULL,228.38,NULL,NULL,NULL
218,13133547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1440,1440,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34105887,-117841113,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374038.02301,24245,3101,NULL,96475,0,NULL,NULL,NULL,NULL,NULL,NULL,1971,NULL,NULL,NULL,NULL,2016,NULL,263.48,NULL,NULL,NULL
219,13133747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,960,960,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34104778,-117863530,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374038.011006005,24245,3101,NULL,96475,0,NULL,NULL,NULL,NULL,NULL,NULL,1979,NULL,NULL,NULL,NULL,2016,NULL,203.53,NULL,NULL,NULL
220,13133947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,784,784,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34098516,-117909131,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374057.021012,24245,3101,NULL,96473,0,NULL,NULL,NULL,NULL,NULL,NULL,1991,NULL,NULL,NULL,NULL,2016,NULL,194.47,NULL,NULL,NULL
221,13134147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,600,600,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34093048,-117870154,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374037.211015,24245,3101,NULL,96475,0,NULL,NULL,NULL,NULL,NULL,NULL,1986,NULL,NULL,NULL,NULL,2016,NULL,141.9,NULL,NULL,NULL
222,13134347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,960,960,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34140750,-117984895,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374310.021006,32923,3101,NULL,96273,0,NULL,NULL,NULL,NULL,NULL,NULL,1988,NULL,NULL,NULL,NULL,2016,NULL,165.7,NULL,NULL,NULL
223,13134547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1248,1248,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34094771,-118030187,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374315.011003,51861,3101,NULL,96478,0,NULL,NULL,NULL,NULL,NULL,NULL,1972,NULL,NULL,NULL,NULL,2016,NULL,151.51,NULL,NULL,NULL
224,13134747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,960,960,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34113493,-117912914,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374045.03100699,37015,3101,NULL,96464,0,NULL,NULL,NULL,NULL,NULL,NULL,1984,NULL,NULL,NULL,NULL,2016,NULL,167.64,NULL,NULL,NULL
225,13134947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1344,1344,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34109389,-117878184,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374039.023016006,11626,3101,NULL,96485,0,NULL,NULL,NULL,NULL,NULL,NULL,1968,NULL,NULL,NULL,NULL,2016,NULL,313.58,NULL,NULL,NULL
226,13135147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1440,1440,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34133520,-117879368,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374009.003017,11626,3101,NULL,96486,0,NULL,NULL,NULL,NULL,NULL,NULL,1975,NULL,NULL,NULL,NULL,2016,NULL,274.07,NULL,NULL,NULL
227,13135347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,960,960,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34130178,-117833788,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374004.02202,11626,3101,NULL,96486,0,NULL,NULL,NULL,NULL,NULL,NULL,1981,NULL,NULL,NULL,NULL,2016,NULL,176.85,NULL,NULL,NULL
228,13135547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1536,1536,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34111966,-117755447,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374016.012028,39308,3101,NULL,96494,0,NULL,NULL,NULL,NULL,NULL,NULL,1973,NULL,NULL,NULL,NULL,2016,NULL,242.22,NULL,NULL,NULL
229,13135747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1776,1776,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34115061,-117752634,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374016.012039,39308,3101,NULL,96494,0,NULL,NULL,NULL,NULL,NULL,NULL,1976,NULL,NULL,NULL,NULL,2016,NULL,434.23,NULL,NULL,NULL
230,13135947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1596,1596,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34046387,-117815445,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374024.032038,20008,3101,NULL,96508,0,NULL,NULL,NULL,NULL,NULL,NULL,1999,NULL,NULL,NULL,NULL,2016,NULL,450.77,NULL,NULL,NULL
231,13136147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1040,1040,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34021582,-117915892,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374081.382012,118217,3101,NULL,96488,0,NULL,NULL,NULL,NULL,NULL,NULL,1989,NULL,NULL,NULL,NULL,2016,NULL,261.51,NULL,NULL,NULL
232,13136347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1512,1512,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34024753,-117915266,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60374081.332012,118217,3101,NULL,96488,0,NULL,NULL,NULL,NULL,NULL,NULL,1998,NULL,NULL,NULL,NULL,2016,NULL,661.3,NULL,NULL,NULL
233,13136547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1440,1440,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,33856782,-118220772,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60375433.05107801,24174,3101,NULL,96090,0,NULL,NULL,NULL,NULL,NULL,NULL,1982,NULL,NULL,NULL,NULL,2016,NULL,301.9,NULL,NULL,NULL
234,13136747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1344,1344,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,33856782,-118220772,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60375433.05107801,24174,3101,NULL,96090,0,NULL,NULL,NULL,NULL,NULL,NULL,1980,NULL,NULL,NULL,NULL,2016,NULL,198.8,NULL,NULL,NULL
235,13136947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1440,1440,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,33856782,-118220772,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60375433.05107801,24174,3101,NULL,96090,0,NULL,NULL,NULL,NULL,NULL,NULL,1998,NULL,NULL,NULL,NULL,2016,NULL,565.6,NULL,NULL,NULL
236,13137147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1456,1456,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34621824,-118224390,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60379103.022023,40227,3101,NULL,97329,0,NULL,NULL,NULL,NULL,NULL,NULL,1999,NULL,NULL,NULL,NULL,2016,NULL,659.34,NULL,NULL,NULL
237,13137347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1056,1056,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34619963,-118221259,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60379103.023004,40227,3101,NULL,97329,0,NULL,NULL,NULL,NULL,NULL,NULL,2003,NULL,NULL,NULL,NULL,2016,NULL,815.72,NULL,NULL,NULL
238,13137547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1120,1120,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34619963,-118221259,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60379103.023004,40227,3101,NULL,97329,0,NULL,NULL,NULL,NULL,NULL,NULL,1985,NULL,NULL,NULL,NULL,2016,NULL,568.6,NULL,NULL,NULL
239,13137747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1792,1792,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34316857,-118401876,NULL,NULL,NULL,NULL,NULL,NULL,"070P",263,NULL,60371061.111011,12447,3101,34213,96368,0,NULL,NULL,NULL,NULL,NULL,NULL,1989,NULL,NULL,NULL,NULL,2016,NULL,566.19,NULL,NULL,NULL
240,13137947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1200,1200,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34558548,-118109732,NULL,NULL,NULL,NULL,NULL,NULL,"0700",263,NULL,60379105.052004,40227,3101,NULL,97328,0,NULL,NULL,NULL,NULL,NULL,NULL,1985,NULL,NULL,NULL,NULL,2016,NULL,224.11,NULL,NULL,NULL
241,13138147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1152,1152,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,33930195,-118229419,NULL,NULL,NULL,NULL,NULL,NULL,"0700",263,NULL,60375404.002012,NULL,3101,NULL,96040,0,NULL,NULL,NULL,NULL,NULL,NULL,1977,NULL,NULL,NULL,NULL,2016,NULL,201.6,NULL,NULL,NULL
242,13138347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1036,1036,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34428643,-118482122,NULL,NULL,NULL,NULL,NULL,NULL,"0700",263,NULL,60379200.292008,54311,3101,37739,96374,0,NULL,NULL,NULL,NULL,NULL,NULL,2002,NULL,NULL,52630,71397,2016,18767,1239.93,NULL,NULL,NULL
243,13138547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1311,1311,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,34429346,-118485725,NULL,NULL,NULL,NULL,NULL,NULL,"0700",263,NULL,60379200.292002,54311,3101,37739,96374,0,NULL,NULL,NULL,NULL,NULL,NULL,1992,NULL,NULL,60178,78945,2016,18767,1584.45,NULL,NULL,NULL
244,13871747,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,NULL,1821,1821,NULL,NULL,NULL,NULL,6059,NULL,2,2,458,NULL,NULL,33863685,-117938506,2442,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590111.022,24812,1286,NULL,97040,0,NULL,1,NULL,NULL,NULL,NULL,2013,NULL,NULL,265668,537949,2016,272281,6173.72,NULL,NULL,NULL
245,13951347,NULL,NULL,NULL,3.5,4,NULL,NULL,3.5,NULL,NULL,2684,2684,NULL,NULL,NULL,NULL,6059,NULL,3,2,420,NULL,NULL,33748083,-117948108,3510,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590889.044,34780,1286,NULL,96990,0,NULL,1,NULL,NULL,NULL,NULL,2014,NULL,NULL,395167,644990,2016,249823,7572.58,NULL,NULL,NULL
246,13963347,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,NULL,2284,2284,NULL,NULL,NULL,NULL,6059,NULL,2,2,525,NULL,NULL,33687181,-117753231,3398,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590524.184034996,52650,1286,276581,96954,0,NULL,1,NULL,NULL,NULL,NULL,2014,NULL,NULL,478915,934353,2016,455438,13273.94,NULL,NULL,NULL
247,14097747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,15341,NULL,NULL,NULL,NULL,15341,6059,NULL,NULL,NULL,NULL,NULL,NULL,33800071,-118070627,32972,NULL,NULL,NULL,NULL,NULL,128,47,NULL,60591100.143013,46314,1286,NULL,96218,0,NULL,NULL,NULL,2,NULL,NULL,1981,2,NULL,1342517,1623249,2016,280732,20408.24,NULL,NULL,NULL
248,14281747,NULL,NULL,NULL,3,3,NULL,NULL,3,NULL,NULL,2342,2342,NULL,NULL,NULL,NULL,6059,NULL,3,2,410,NULL,NULL,33646579,-117902609,3508,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590632.013000004,NULL,1286,NULL,96959,0,NULL,NULL,NULL,NULL,NULL,NULL,2014,NULL,NULL,401678,1170140,2016,768462,12861.66,NULL,NULL,NULL
249,14284947,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,NULL,2666,2666,NULL,NULL,NULL,NULL,6059,NULL,3,2,441,NULL,NULL,33714381,-117821011,5145,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590755.154,NULL,1286,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2015,NULL,NULL,494837,926448,2016,431611,15751.54,NULL,NULL,NULL
250,14285147,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33714381,-117821011,NULL,NULL,NULL,NULL,NULL,NULL,1,269,NULL,60590755.154,NULL,1286,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,154638,2016,154638,6864.88,NULL,NULL,NULL
251,14310947,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,NULL,2642,2642,NULL,NULL,NULL,NULL,6059,NULL,3,2,428,NULL,NULL,33659879,-117808611,3663,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590626.124,NULL,1286,NULL,96947,0,NULL,NULL,NULL,NULL,NULL,NULL,2013,NULL,NULL,408176,1422754,2016,1014578,14398.86,NULL,NULL,NULL
252,14341547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33737185,-117751869,NULL,NULL,NULL,NULL,NULL,NULL,1,269,NULL,60590524.20108199,52650,1286,403127,96939,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17021,2016,17021,4543.6,NULL,NULL,NULL
253,14341747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33738284,-117751847,NULL,NULL,NULL,NULL,NULL,NULL,1,269,NULL,60590524.20106801,NULL,1286,NULL,96939,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17020,2016,17020,4543.58,NULL,NULL,NULL
254,14355547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33710069,-117739091,NULL,NULL,NULL,NULL,NULL,NULL,1,269,NULL,60590524.262052,52650,1286,403197,96954,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2716,2016,2716,4424.48,NULL,NULL,NULL
255,14356347,NULL,NULL,NULL,3.5,4,NULL,NULL,3.5,NULL,NULL,2393,2393,NULL,NULL,NULL,NULL,6059,NULL,3,2,481,NULL,NULL,33686633,-117751314,3418,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590524.184034996,52650,1286,276486,96954,0,NULL,1,NULL,NULL,NULL,NULL,2014,NULL,NULL,484712,947289,2016,462577,13376.86,NULL,NULL,NULL
256,14358547,NULL,NULL,NULL,5.5,5,NULL,NULL,5.5,NULL,NULL,4092,4092,NULL,NULL,NULL,NULL,6059,NULL,5,2,719,NULL,NULL,33696485,-117724943,6519,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590524.26208001,52650,1286,403197,96954,0,NULL,1,NULL,NULL,NULL,NULL,2013,NULL,NULL,822070,1697000,2016,874930,27653.5,NULL,NULL,NULL
257,14358747,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,NULL,2536,2536,NULL,NULL,NULL,NULL,6059,NULL,3,2,522,NULL,NULL,33700729,-117727933,4554,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590524.26208001,52650,1286,403196,96952,0,NULL,NULL,NULL,NULL,NULL,NULL,2014,NULL,NULL,402776,1009158,2016,606382,16929.78,NULL,NULL,NULL
258,14359347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33701580,-117728214,NULL,NULL,NULL,NULL,NULL,NULL,1,269,NULL,60590524.261999995,NULL,1286,NULL,96952,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,705409,2016,705409,17794.24,NULL,NULL,NULL
259,14366947,NULL,NULL,NULL,4.5,5,NULL,NULL,4.5,NULL,NULL,3066,3066,NULL,NULL,NULL,NULL,6059,NULL,4,2,424,NULL,NULL,33670038,-117687276,4538,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590524.221999995,32380,1286,NULL,96962,0,NULL,1,NULL,NULL,NULL,NULL,2015,NULL,NULL,567390,1151781,2016,584391,12031.72,NULL,NULL,NULL
260,14459947,NULL,NULL,NULL,2,2,NULL,NULL,2,NULL,NULL,1970,1970,NULL,NULL,NULL,NULL,6059,NULL,2,2,440,NULL,NULL,33525974,-117621817,3856,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590320.611999996,15554,1286,NULL,96998,0,NULL,NULL,NULL,NULL,NULL,NULL,2013,NULL,NULL,276693,637686,2016,360993,9729.72,NULL,NULL,NULL
261,14460147,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,NULL,2695,2695,NULL,NULL,NULL,NULL,6059,NULL,3,2,507,NULL,NULL,33528291,-117624187,4433,NULL,NULL,NULL,NULL,NULL,1,261,NULL,60590320.612,33840,1286,NULL,96998,0,NULL,NULL,NULL,NULL,NULL,NULL,2014,NULL,NULL,453434,871722,2016,418288,14150.72,NULL,NULL,NULL
262,14514547,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33746500,-117925000,NULL,NULL,NULL,NULL,NULL,NULL,0,263,NULL,60590890.043003,47568,1286,268441,97003,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7498,7498,2016,NULL,82.04,NULL,NULL,NULL
263,14515347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33746100,-117909000,NULL,NULL,NULL,NULL,NULL,NULL,0,263,NULL,60590748.031001,47568,1286,NULL,97003,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39814,39814,2016,NULL,443.2,NULL,NULL,NULL
264,14518947,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33799700,-117990000,NULL,NULL,NULL,NULL,NULL,NULL,0,263,NULL,60590879.011013,42967,1286,NULL,96203,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20255,20255,2016,NULL,217.48,NULL,NULL,NULL
265,14527747,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33726650,-117808465,NULL,NULL,NULL,NULL,NULL,NULL,0,263,NULL,60590525.023001,27491,1286,NULL,97016,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117794,117794,2016,NULL,1208.22,NULL,NULL,NULL
266,14591347,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6059,NULL,NULL,NULL,NULL,NULL,NULL,33827543,-117994994,NULL,NULL,NULL,NULL,NULL,NULL,0,263,NULL,60590869.022001,16764,1286,118872,97023,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6989,132077,2016,125088,1623.12,NULL,NULL,NULL
267,14609147,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,NULL,1855,1855,NULL,NULL,NULL,NULL,6059,NULL,2,2,0,NULL,NULL,33863571,-117939666,NULL,NULL,NULL,NULL,NULL,NULL,1,266,NULL,60590111.022,24812,1286,NULL,97040,0,NULL,1,NULL,NULL,NULL,NULL,2013,NULL,NULL,259565,480477,2016,220912,5547.2,NULL,NULL,NULL
268,14618547,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,NULL,2052,2052,NULL,NULL,NULL,NULL,6059,NULL,2,2,0,NULL,NULL,33682242,-117757943,NULL,NULL,NULL,NULL,NULL,NULL,1,266,NULL,60590524.184034996,52650,1286,276581,96954,0,NULL,1,NULL,NULL,NULL,NULL,2015,NULL,NULL,325542,791214,2016,465672,11581.32,NULL,NULL,NULL
269,14618747,NULL,NULL,NULL,3.5,3,NULL,NULL,3.5,NULL,NULL,1888,1888,NULL,NULL,NULL,NULL,6059,NULL,3,2,0,NULL,NULL,33683239,-117758697,NULL,NULL,NULL,NULL,NULL,NULL,1,266,NULL,60590524.184034996,52650,1286,276581,96954,0,NULL,1,NULL,NULL,NULL,NULL,2014,NULL,NULL,268740,690166,2016,421426,10142.48,NULL,NULL,NULL
